GID	predOf	DMCg	logFSY	logFRY	PA	StC	Anthractnose	ManchaBranca	ManchaParda	QueimaFolhas
29	BR-21GS-C3-014-11	GEBV	0.900955651240768	0.134836090756074	0.0812409012361021	-0.654310378123231	-0.661092462039914	0	-0.00192736747093543	0.0254400567765478	0
30	BR-21GS-C3-014-11	GETGV	0.457165257765156	0.0724913015645841	-0.0372112890675682	-0.266636912939812	-0.661092462039914	0.017807846028332	-0.058153812343816	0.0254400567765478	5.41034297253238e-05
31	BR-21GS-C3-016-3	GEBV	-0.0603075926432482	0.0420846813641983	0.140394325880034	-0.448561225880854	0.078085745273435	0	-0.0123279840227799	0.0205023643314546	0
32	BR-21GS-C3-016-3	GETGV	-0.317519914476127	0.0952301812402868	0.169808308321869	-0.25689703513419	0.078085745273435	-0.0204938326779374	-0.00568883720356774	0.0205023643314546	7.16218512018206e-05
33	BR-21GS-C3-017-2	GEBV	0.507251915274699	-0.106485109735219	0.00273063528573125	-0.167979221708074	-0.352378892282154	0	-0.00151261004406491	0.0244751290565001	0
34	BR-21GS-C3-017-2	GETGV	0.740981637979428	-0.070428268718768	0.058188041404675	-0.250708132639636	-0.352378892282154	-0.00935315004294499	-0.0574359652102681	0.0244751290565001	1.06819789468182e-05
35	BR-21GS-C3-018-20	GEBV	0.417295199363887	0.0489343118392918	-0.0258808630865817	0.0211140072303001	-0.0447726085417235	0	-0.00310783899513073	0.0496494055249308	0
36	BR-21GS-C3-018-20	GETGV	0.416674848720457	0.0670131763980375	-0.00499778550243927	0.131773308524128	-0.0447726085417235	0.00298602957261713	-0.00498544362324964	0.0496494055249308	1.69688613229199e-05
37	BR-21GS-C3-021-13	GEBV	-0.280636949906363	0.0922132363579279	0.116038488893438	-0.602986110099435	-0.378079826070239	0	-0.010222567702322	0.0709155167690323	0
38	BR-21GS-C3-021-13	GETGV	-0.193873809384075	0.10476142956046	0.102870084541031	-0.584914081471064	-0.378079826070239	-0.000261213857975667	-0.0120683281578408	0.0709155167690323	1.02360869146385e-05
39	BR-21GS-C3-022-10	GEBV	0.331737900016902	-0.0438946145812197	0.186628751856806	-0.499044516813761	-0.331363054209998	0	-0.00441802699495551	0.0633558178189041	0
40	BR-21GS-C3-022-10	GETGV	0.504554307405918	-0.105054872712356	-0.00977522670664638	-0.213748184506994	-0.331363054209998	0.0118248573495888	0.0329122817028472	0.0633558178189041	-0.000105556669151957
41	BR-21GS-C3-023-8	GEBV	-0.0857422505268235	-0.0144868749698038	-0.0158513283296476	-0.628680984859236	0.0429046606344974	0	-0.00394811443187645	0.0456221123107627	0
42	BR-21GS-C3-023-8	GETGV	-0.143896739705648	-0.0352938653460872	-0.10833567063347	-0.513071197492017	0.0429046606344974	0.0211238448207072	-0.0013005630056305	0.0456221123107627	-3.50769912893932e-05
43	BR-21GS-C3-024-21	GEBV	-0.0310601871286626	0.168336447335569	0.110348234486679	-0.662219789917897	-0.275474941044198	0	-0.000473441165637051	0.0390376941375958	0
44	BR-21GS-C3-024-21	GETGV	0.130030391414834	0.166164821036003	0.0772240584840824	-0.57494728740502	-0.275474941044198	0.0404692322336888	0.0654775274631537	0.0390376941375958	8.91884298548594e-05
45	BR-21GS-C3-024-36	GEBV	0.763059578700781	0.0805537578358017	-0.0210929118896679	-0.31669395514087	0.371669915348912	0	-0.00261975906424229	0.0267947999947094	0
46	BR-21GS-C3-024-36	GETGV	1.10845358612053	0.0233784772826786	-0.0179395363354897	-0.253457756814389	0.371669915348912	0.0175811648697402	0.0854672669650006	0.0267947999947094	-7.2258779471404e-05
47	BR-21GS-C3-024-45	GEBV	0.0523833124244652	0.0198125119730589	0.0493344794431082	-0.422490606253055	0.00182700724792118	0	-0.000704436646555192	0.0645751526785725	0
48	BR-21GS-C3-024-45	GETGV	-0.0770247737649321	-0.099419410407047	-0.00661893838146842	-0.535278969261777	0.00182700724792118	0.00841637399244784	0.0434328111679988	0.0645751526785725	2.17473919040079e-05
49	BR-21GS-C3-006-3	GEBV	1.08659478645011	0.0882384431516777	0.145014289880167	-0.233956448252358	-0.721742457209961	0	-0.00436794978329459	-0.0195345903288073	0
50	BR-21GS-C3-006-3	GETGV	0.991913984708004	0.0285446875068533	0.197380584980849	-0.283755175168523	-0.721742457209961	-0.00773630131039492	0.000892496629931005	-0.0195345903288073	-5.9132084766256e-05
51	BR-21GS-C3-010-12	GEBV	0.437164259702814	0.0989688505843626	0.115302935446221	-1.07606145477583	-1.08724490102483	0	-0.00298472771618394	0.0301396666882545	0
52	BR-21GS-C3-010-12	GETGV	0.15299609235654	0.0553397000782577	-0.00526681540148824	-0.929009405138958	-1.08724490102483	0.00679627395590006	-0.0597857885100383	0.0301396666882545	5.16771138670083e-05
53	BR-21GS-C3-015-25	GEBV	1.00535802505004	-0.00853373509373036	0.128634533496115	-0.843404892255663	-0.234930101699576	0	-0.0030698418048994	0.0180543376705045	0
54	BR-21GS-C3-015-25	GETGV	1.53933942299454	0.0260857493496942	0.0687204850246441	-0.916973210056048	-0.234930101699576	-0.00850595120977434	-0.0933322663698178	0.0180543376705045	-1.33351688199302e-05
55	BR-21GS-C3-016-10	GEBV	0.115692068205678	-0.0393245503707221	0.288091586965641	-0.379943761593344	-0.0480557471568569	0	-0.00497681211003075	0.0214627621442121	0
56	BR-21GS-C3-016-10	GETGV	0.137161878657315	-0.0507331787790498	0.226384001629445	-0.465757855836408	-0.0480557471568569	0.000171270360890571	0.0119781021704561	0.0214627621442121	3.55143388683219e-05
57	BR-21GS-C3-018-1	GEBV	0.890809431257816	0.0601453723454034	0.0203351783951412	-0.395652626316499	-0.532990220726307	0	-0.00713355973296352	0.0256401718775866	0
58	BR-21GS-C3-018-1	GETGV	0.28515646355325	0.0135088442302725	-0.0478264374336972	-0.356360519903335	-0.532990220726307	-0.0234174491853985	-0.0663582269312942	0.0256401718775866	0.000131783105941468
59	BR-21GS-C3-018-22	GEBV	-0.235804340638223	0.0286961412059819	0.00671638323367845	-0.585731452273295	-0.535463922420264	0	-0.00866504479581631	0.0316208771054082	0
60	BR-21GS-C3-018-22	GETGV	-0.507943523723029	-0.0442887096463442	-0.0810582188452736	-0.817400553883007	-0.535463922420264	-0.0030438707248899	0.0081401790536683	0.0316208771054082	-1.35027786232569e-05
61	BR-21GS-C3-021-15	GEBV	-0.307895626430631	0.0371023643721823	0.0125639231539647	-0.358348275000923	-0.740481921493751	0	-0.00777917023439883	0.026144239043317	0
62	BR-21GS-C3-021-15	GETGV	-0.57689779289579	-0.0226802511522497	-0.0278548667256925	-0.252154222146509	-0.740481921493751	0.0169616736495681	-0.00931992486874362	0.026144239043317	-4.25580049775526e-05
63	BR-21GS-C3-022-11	GEBV	-0.320684114483585	-0.147916254512481	-0.019499664308155	-0.602950531906361	-0.773184202571587	0	-0.00565371790275959	0.0531504917530305	0
64	BR-21GS-C3-022-11	GETGV	-0.372693612079146	-0.194812536068841	-0.0627074382664964	-0.725378038380757	-0.773184202571587	0.0209293256713522	0.0082271476769574	0.0531504917530305	5.31083124024994e-06
65	BR-21GS-C3-023-9	GEBV	-0.309819815292904	-0.0954391868702653	0.0436784821206266	-0.473151181672891	-0.501879798214744	0	-0.0028613295921136	0.0416708441999494	0
